"random_id","snap_elec_app","q2_new","q3","q4","q5a","q5b","q5c","q5d","q5e","q6count","q7count","q8a","q8b","q8c","q8d","q8e","q8f","q8g","q8h","q8i","q8j","q8k","q8l","q9","q10count","q11a","q11b","q11c","q11d","q11e","q12a","q12b","q12c","q12d","q12e","q12f","q13a","q13b","q14","q17","q19","q20","q21a","q21b","q21c","q21d","q21e","q21f","q21g","q21h","q21i","q21j","q21k","q21l","q22a","q22b","q22c","q22d","q22e","q22f","q23a","q23b","q23c","q23d","q23e","q23f","q23g","q23h","q23i","q24","q25a","q25b","q25c","q25d","q25e","q26a","q26b","q26c","q26d","q26e","q26f","q27a","q27b","pop_density"
799,2,1,1,3,2,3,3,2,2,2,4,2,2,1,1,2,1,2,2,1,3,3,2,1,4,1,2,2,3,3,2,1,2,2,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
800,1,1,3,4,1,2,1,2,1,5,,2,1,2,3,3,2,2,6,2,2,3,4,3,,2,6,6,3,3,2,6,3,3,2,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
801,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,2,2,4,4,4,3,3,3,2,2
802,2,1,1,3,2,2,2,1,1,1,,1,1,1,1,1,1,1,6,1,1,2,2,1,1,2,3,3,7,7,3,3,2,3,3,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
803,1,1,1,2,2,2,2,3,2,1,,3,3,3,3,3,3,2,2,3,2,3,2,1,3,2,2,3,3,3,3,6,4,3,3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
804,1,1,1,4,4,2,2,2,2,1,,2,2,2,2,2,2,3,6,2,2,2,2,1,4,1,2,6,3,6,5,5,3,3,5,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
805,1,1,2,3,1,1,1,2,1,1,5,1,3,1,1,1,2,6,6,1,1,2,2,1,4,1,1,6,1,2,4,4,4,2,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
806,1,1,2,4,2,2,2,4,2,1,,2,1,2,2,2,2,2,6,2,2,2,2,2,,2,6,2,2,2,4,4,3,3,3,3,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
807,1,1,2,3,3,2,2,3,3,1,,2,1,2,2,1,1,1,6,6,1,1,2,2,,1,6,1,1,1,4,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
808,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,3,2,2,2,3,6,2,2,2,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,6,2,3,3,1,3,4,4,4,4,3,3,3
809,1,1,2,2,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,3,3,4,4,4,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
810,1,1,2,2,1,1,1,3,3,3,,1,1,1,1,2,2,2,6,1,1,1,1,2,,1,6,6,1,1,4,5,4,4,4,4,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
811,1,1,2,3,2,2,1,3,2,5,,2,1,1,1,2,2,1,6,2,1,3,7,3,,1,6,6,3,3,2,5,4,2,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
812,2,1,1,3,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,5,1,1,2,1,2,4,4,4,4,4,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
813,2,1,2,2,1,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
814,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,7,7,2,2,2,2,2,2,2,2,1
815,1,1,2,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,5,1,1,1,1,1,3,3,3,3,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
816,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,3,6,3,3,3,3,3,3,3,3,1
817,1,1,1,4,4,4,4,4,4,5,,3,3,3,3,3,3,3,6,4,7,3,3,3,,7,7,7,7,7,6,6,6,6,6,6,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
818,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,6,2,2,2,2,2,6,6,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,2,6,6,3,3,1,1,4,3,5,3,3,1,1
819,1,1,1,2,2,2,2,2,4,2,3,2,2,2,2,2,2,2,6,2,2,3,3,3,,2,2,2,2,2,1,1,1,4,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
820,1,1,1,2,2,3,2,3,2,1,,2,2,2,2,2,2,3,6,2,2,2,3,3,,2,6,6,2,2,4,2,4,4,4,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
821,1,1,1,2,3,3,3,3,2,1,,2,2,2,3,6,6,6,6,2,2,2,3,1,1,1,6,6,2,7,5,5,6,6,6,6,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
822,1,1,1,3,2,2,3,2,3,5,,2,1,2,2,2,3,2,6,3,2,3,3,2,,3,6,3,3,3,3,4,3,3,3,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
823,1,1,,,2,2,2,2,2,1,,2,2,2,2,2,2,2,,2,2,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
824,2,1,1,2,,,,,,,5,2,2,2,3,3,1,1,2,2,2,5,4,1,3,2,3,4,3,2,3,2,2,3,2,5,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
825,2,1,3,4,,,,,,,1,3,3,3,3,3,3,2,6,6,6,6,6,1,1,3,6,6,3,7,3,3,5,6,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
826,1,1,1,2,3,3,2,3,3,1,2,3,2,3,3,3,3,3,6,2,2,2,3,1,1,3,6,3,2,2,4,5,5,5,5,5,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
827,1,1,1,2,,,,,,,3,2,2,2,3,3,2,3,3,2,3,3,3,1,2,2,1,2,2,2,3,3,2,2,3,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
828,1,1,2,3,2,2,2,2,4,3,3,1,1,1,1,1,2,2,1,2,2,2,2,1,,2,2,2,2,2,2,3,3,2,3,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
829,1,1,1,3,1,1,2,2,2,5,3,2,2,2,2,6,2,2,6,3,2,5,3,1,2,2,6,6,3,2,3,2,4,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
830,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,3,7,1,1,3,6,2,6,6,6,2
831,1,1,1,3,3,3,3,3,2,1,2,2,2,2,2,2,2,6,6,2,2,2,2,1,1,2,6,6,2,7,4,4,4,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
832,2,1,1,3,3,2,2,1,2,2,2,2,3,2,1,2,3,2,1,2,2,1,2,1,4,1,1,3,3,3,3,2,2,2,2,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
833,1,1,2,3,,,,,,,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,7,3,6,3,3,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
834,1,1,1,3,2,2,1,2,1,1,3,2,2,2,2,3,3,2,6,2,2,3,4,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
835,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,6,6,6,2,2,1
836,1,1,1,2,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
837,1,1,2,1,2,2,2,2,3,1,,,2,2,2,2,2,3,3,2,1,3,2,1,1,3,3,3,3,3,4,4,3,3,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
838,2,1,1,2,2,1,2,2,2,1,5,2,2,2,2,2,2,2,2,1,2,3,2,2,,2,2,3,3,3,3,3,,4,3,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
839,1,3,2,3,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,7,7,2,2,3,3,2,2,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
840,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,7,7,2,4,3,2,2,2,3,2,3
841,1,1,2,3,2,2,2,2,4,2,5,2,1,1,2,3,2,2,6,1,1,3,3,1,1,1,1,1,2,1,1,2,3,3,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
842,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,1,2,1,2,1,2,2,2,1
843,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,1,3,3,1,1,1,2,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,2,2,2,2,7,7,2,2,3,6,2,3,2,2,1
844,1,1,1,2,,,,,,,1,1,3,3,2,2,2,6,6,2,1,2,6,1,2,1,6,6,1,3,4,4,4,4,4,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
845,1,1,1,4,2,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,7,4,2,3,3,6,6,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
846,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,2,2,2,2,2,4,2,3
847,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
848,1,1,2,4,2,2,2,2,2,5,2,2,2,2,2,3,3,2,6,3,3,3,3,1,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
849,1,1,1,2,3,3,3,2,2,1,3,2,2,2,2,2,3,2,6,3,2,3,2,2,,2,2,6,3,2,2,3,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
850,1,1,2,3,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,4,4,4,4,4,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
851,1,1,1,2,2,2,2,2,2,1,,2,2,2,2,2,2,6,6,2,2,2,2,1,2,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
852,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,3,3,3,2,3,2,2,2
853,1,1,1,3,2,2,2,3,3,1,,2,2,2,6,2,2,2,6,6,2,6,6,2,,1,1,6,3,3,3,5,4,4,3,3,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
854,1,1,1,4,2,,,,2,1,,3,2,2,2,2,3,2,2,3,2,2,2,1,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
855,1,1,1,4,2,3,2,3,2,1,1,2,2,2,2,,2,2,6,6,1,2,6,2,,6,6,6,6,6,3,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
856,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,5,5,5,5,5,5,6,6,1
857,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,1,1,2,3,2,2,2,2,1,2,2,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,3,7,7,3,3,3,2,3,3,3,2,3,2,2,3
858,1,1,2,3,2,1,2,2,2,1,4,2,1,2,2,2,1,2,2,2,2,7,7,1,4,2,2,2,2,7,4,4,4,4,4,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
859,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,7,7,4,4,4,4,3,3,1,1,1
860,1,1,1,4,2,1,1,4,3,5,3,2,2,2,3,3,3,2,3,2,2,2,3,2,,2,3,3,3,2,4,4,3,2,2,2,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
861,1,1,1,2,1,1,2,2,2,1,,2,1,2,2,2,2,,6,2,2,2,2,2,,1,6,3,7,7,4,5,3,3,2,3,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
862,1,1,1,2,1,1,2,3,3,1,,3,1,2,2,3,3,3,6,3,3,3,6,1,1,2,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
863,1,1,1,3,,,,,,,2,2,1,1,2,2,1,2,6,1,2,1,2,1,3,2,2,2,2,2,3,2,3,3,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
864,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,3,3,2,2,2,3,2,3,3,2,1
865,1,1,2,3,3,2,3,3,3,1,,2,1,1,2,2,2,1,6,7,2,7,2,2,,7,7,7,7,7,5,5,5,5,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
866,1,1,2,3,1,1,2,1,1,2,3,2,2,2,2,3,2,2,3,1,1,2,2,1,4,2,3,3,2,2,3,3,3,3,3,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
867,2,1,1,3,,,,,,,2,4,3,4,4,4,4,2,6,6,6,5,5,2,,3,6,6,6,7,5,3,3,5,5,6,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
868,1,1,1,2,4,3,4,4,4,1,,2,1,2,3,3,2,3,6,2,3,2,2,3,,2,6,6,3,3,5,5,5,5,5,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
869,1,1,1,2,3,3,3,3,3,1,3,3,5,2,3,4,5,4,6,4,4,5,3,2,,1,6,3,3,3,2,1,1,1,2,1,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
870,1,1,3,4,3,2,2,3,3,5,,3,2,3,3,2,2,6,6,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
871,1,1,1,2,,,,,,,1,2,2,2,2,2,1,1,3,2,1,1,1,1,2,1,2,3,2,2,2,3,4,3,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
872,1,1,1,2,1,1,1,,1,1,,2,1,2,2,2,2,,6,2,1,2,2,1,3,2,2,6,2,2,4,4,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
873,2,1,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,6,1,2,2,1,1,3,2,3,3,3,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
874,1,1,2,2,1,2,2,3,3,1,4,2,4,2,2,2,3,2,2,2,,3,6,1,2,3,2,2,6,3,3,3,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
875,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,,1,2,2,2,2,2,3,3,1
876,1,1,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,2,6,2,1,3,2,1,4,1,1,2,2,1,3,2,2,3,1,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
877,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,7,7,6,6,6,3,3,3,3,3,1
878,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,2,4,3,3,3,3,3,2,,1
879,1,1,3,4,2,2,2,3,3,1,,3,2,2,3,3,3,2,6,3,2,2,2,2,,,,,,,,,,,,,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
880,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,4,6,3,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,6,6,3,3,4,3,3,3,3,3,3,3,1
881,1,1,1,3,2,2,2,2,2,1,,2,2,2,2,2,2,2,6,2,2,3,3,1,1,2,2,2,2,2,3,3,3,3,3,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
882,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,2,2,1,3,1,2,2,2,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,2,2,7,7,7,7,2,3,2,2,2,1,1,1,1
883,2,1,2,1,2,2,2,2,3,1,,2,2,2,2,2,1,6,6,2,2,5,5,2,,1,1,1,6,6,3,5,2,2,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
884,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,5,5,5,5,5,5,6,6,1
885,1,1,3,2,2,3,2,2,2,1,,1,,1,2,2,2,6,6,6,6,6,6,2,,1,6,6,7,7,3,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
886,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,1
887,1,1,2,4,2,2,3,2,2,1,,2,2,2,2,2,2,2,2,2,2,2,2,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
888,1,1,1,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,7,7,7,2,2,1,2,1,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
889,1,1,1,3,1,1,1,1,2,3,6,2,3,2,1,2,2,2,2,2,2,2,2,1,4,2,2,7,7,2,2,2,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
890,1,1,1,4,3,3,3,3,3,5,,3,2,2,2,3,3,6,6,2,2,6,6,2,,2,6,6,3,3,5,2,2,5,5,5,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
891,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,2,2,3,2,2,3,3,1
892,1,1,1,2,3,3,,1,2,1,2,6,2,6,6,6,3,1,6,2,1,1,4,1,2,1,1,1,1,1,4,3,3,5,2,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
893,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,7,3,3,3,3,3,3,3,2,1
894,1,1,1,2,,2,,,,1,1,,2,,,,,2,,,,,,1,1,2,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
895,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3
896,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,3,2,3,3,3,3,3,3,3,1
897,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,6,3,3,3,3,6,3,3,2,1
898,2,1,1,3,2,2,2,2,3,5,4,2,3,3,2,3,3,2,1,3,2,3,7,1,,2,3,4,7,7,5,3,3,6,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
899,1,3,3,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,,1,1,7,3,2,3,5,3,1,1,6,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
900,2,1,1,3,2,1,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,7,7,3,3,2,2,3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
901,1,1,1,2,2,2,2,2,2,1,4,2,1,1,2,2,3,2,6,2,1,2,3,1,3,2,6,2,2,2,3,3,2,2,3,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
902,1,1,1,4,1,2,2,2,1,1,,2,2,2,3,2,2,3,6,3,3,2,2,2,,3,3,3,3,3,4,5,4,4,4,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
903,1,3,3,4,,,,,,,,7,1,7,7,7,6,6,6,1,1,2,6,3,,2,6,6,7,7,6,6,6,6,6,6,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
904,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,1,6,3,2,2,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2,2,2,3,3,2,2,2,1,2,2,2,2,2,3
905,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,4,3,3,3,3,5,4,1
906,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,4,4,3
907,2,1,1,2,2,2,2,3,3,1,4,2,2,2,3,3,3,3,3,2,2,3,3,2,,2,2,3,3,3,2,3,3,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
908,2,1,1,2,2,1,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,3,2,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
909,1,1,2,3,2,1,3,,4,2,,1,1,2,2,2,2,2,2,1,2,4,2,1,3,1,2,7,2,7,2,3,3,2,2,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
910,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,3,6,2,1,2,5,5,6,,5,1
911,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,3,3,3,3,2,2,3
912,1,1,1,4,2,3,3,3,3,5,,2,2,2,3,3,2,6,6,2,2,2,3,2,,3,6,6,3,3,5,5,5,5,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
913,1,1,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6,6,1,1,3,4,4,4,4,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
